Date,Open
2007-07-05,0.0
2007-07-09,450.0
2007-07-11,445.0
2007-07-12,445.0
2007-07-15,440.0
2007-07-16,440.0
2007-07-17,429.0
2007-07-18,421.0
2007-07-19,418.0
2007-07-22,419.0
2007-07-23,410.0
2007-07-24,412.0
2007-07-25,410.0
2007-07-26,409.0
2007-07-29,409.0
2007-07-30,400.0
2007-07-31,385.0
2007-08-01,380.0
2007-08-02,380.0
2007-08-05,392.0
2007-08-06,400.0
2007-08-07,410.0
2007-08-08,412.0
2007-08-09,412.0
2007-08-13,422.0
2007-08-14,421.0
2007-08-15,430.0
2007-08-16,433.0
2007-08-21,476.0
2007-08-22,468.0
2007-08-23,468.0
2007-08-24,455.0
2007-08-26,437.0
2007-08-27,430.0
2007-08-30,435.0
2007-09-02,440.0
2007-09-03,445.0
2007-09-05,465.0
2007-09-06,511.0
2007-09-09,505.0
2007-09-10,495.0
2007-09-11,490.0
2007-09-12,500.0
2007-09-13,500.0
2007-09-16,481.0
2007-09-17,475.0
2007-09-18,470.0
2007-09-19,465.0
2007-09-20,456.0
2007-09-23,470.0
2007-09-24,475.0
2007-09-26,477.0
2007-09-27,470.0
2007-09-30,482.0
2007-10-01,510.0
2007-10-02,522.0
2007-10-03,565.0
2007-10-04,570.0
2007-10-07,586.0
2007-10-08,625.0
2007-10-09,613.0
2007-10-10,600.0
2007-10-14,600.0
2007-10-15,602.0
2007-10-16,605.0
2007-10-17,580.0
2007-10-28,580.0
2007-10-29,585.0
2007-10-30,586.0
2007-10-31,595.0
2007-11-01,605.0
2007-11-04,605.0
2007-11-05,652.0
2007-11-06,660.0
2007-11-07,664.0
2007-11-08,677.0
2007-11-12,713.0
2007-11-13,715.0
2007-11-14,742.0
2007-11-15,780.0
2007-11-18,790.0
2007-11-19,785.0
2007-11-20,777.0
2007-11-22,765.0
2007-11-25,760.0
2007-11-26,760.0
2007-11-27,755.0
2007-11-28,760.0
2007-11-29,790.0
2007-12-02,821.0
2007-12-03,861.0
2007-12-04,907.0
2007-12-05,979.0
2007-12-06,1006.0
2007-12-09,1106.0
2007-12-10,1140.0
2007-12-11,1244.0
2007-12-12,1299.0
2007-12-13,1351.0
2007-12-16,1402.0
2007-12-17,1525.0
2007-12-18,1561.0
2007-12-19,1455.0
2007-12-20,1410.0
2007-12-23,1400.0
2007-12-24,1345.0
2007-12-25,1295.0
2007-12-26,1240.0
2007-12-27,1209.0
2008-01-07,1225.0
2008-01-08,1103.0
2008-01-09,993.0
2008-01-10,20.0
2008-01-13,1086.0
2008-01-14,1194.0
2008-01-16,1200.0
2008-01-17,1088.0
2008-01-20,980.0
2008-01-21,915.0
2008-01-22,1004.0
2008-01-23,1104.0
2008-01-24,1147.0
2008-01-27,1165.0
2008-01-28,1050.0
2008-01-29,960.0
2008-01-31,920.0
2008-02-03,929.0
2008-02-04,837.0
2008-02-05,815.0
2008-02-06,836.0
2008-02-07,919.0
2008-02-10,901.0
2008-02-11,919.0
2008-02-12,925.0
2008-02-13,942.0
2008-02-14,900.0
2008-02-17,860.0
2008-02-18,851.0
2008-02-20,877.0
2008-02-21,868.0
2008-02-24,905.0
2008-02-25,927.0
2008-02-26,920.0
2008-02-27,913.0
2008-02-28,895.0
2008-03-02,887.0
2008-03-03,950.0
2008-03-04,1000.0
2008-03-05,963.0
2008-03-09,899.0
2008-03-10,872.0
2008-03-11,860.0
2008-03-12,860.0
2008-03-13,835.0
2008-03-16,830.0
2008-03-17,817.0
2008-03-18,882.0
2008-03-19,857.0
2008-03-20,810.0
2008-03-23,880.0
2008-03-24,889.0
2008-03-25,820.0
2008-03-26,803.0
2008-03-27,805.0
2008-03-30,831.0
2008-03-31,848.0
2008-04-01,845.0
2008-04-02,845.0
2008-04-03,885.0
2008-04-06,909.0
2008-04-15,931.0
2008-04-16,900.0
2008-04-17,815.0
2008-04-20,850.0
2008-04-21,883.0
2008-04-27,904.0
2008-04-28,800.0
2008-05-05,769.0
2008-05-06,790.0
2008-05-07,805.0
2008-05-08,860.0
2008-05-11,843.0
2008-05-12,845.0
2008-05-13,830.0
2008-05-14,830.0
2008-05-15,890.0
2008-05-18,907.0
2008-05-22,838.0
2008-05-25,902.0
2008-05-26,992.0
2008-06-01,935.0
2008-06-02,882.0
2008-06-03,951.0
2008-06-05,960.0
2008-06-08,1030.0
2008-06-09,1067.0
2008-06-10,1067.0
2008-06-11,988.0
2008-06-12,961.0
2008-06-15,980.0
2008-06-16,999.0
2008-06-17,1004.0
2008-06-18,980.0
2008-06-19,945.0
2008-06-22,935.0
2008-06-23,868.0
2008-06-24,897.0
2008-06-25,918.0
2008-06-26,950.0
2008-06-29,950.0
2008-07-01,931.0
2008-07-03,913.0
2008-07-06,850.0
2008-07-07,855.0
2008-07-08,860.0
2008-07-09,856.0
2008-07-10,856.0
2008-07-13,825.0
2008-07-14,857.0
2008-07-15,877.0
2008-07-16,860.0
2008-07-17,900.0
2008-07-20,880.0
2008-07-21,860.0
2008-07-22,901.0
2008-07-23,920.0
2008-07-27,920.0
2008-07-28,909.0
2008-07-29,890.0
2008-07-30,977.0
2008-07-31,971.0
2008-08-03,970.0
2008-08-04,979.0
2008-08-05,951.0
2008-08-06,961.0
2008-08-07,961.0
2008-08-10,932.0
2008-08-11,900.0
2008-08-12,918.0
2008-08-13,910.0
2008-08-14,868.0
2008-08-18,878.0
2008-08-19,930.0
2008-08-20,933.0
2008-08-21,914.0
2008-08-24,912.0
2008-08-25,920.0
2008-08-26,905.0
2008-08-27,890.0
2008-08-28,940.0
2008-08-31,915.0
2008-09-01,965.0
2008-09-02,946.0
2008-09-03,906.0
2008-09-04,909.0
2008-09-07,918.0
2008-09-08,917.0
2008-09-09,920.0
2008-09-10,905.0
2008-09-11,910.0
2008-09-15,910.0
2008-09-16,936.0
2008-09-17,935.0
2008-09-18,925.0
2008-09-21,920.0
2008-09-22,915.0
2008-09-23,870.0
2008-09-24,904.0
2008-09-25,940.0
2008-09-28,937.0
2008-09-29,910.0
2008-10-01,915.0
2008-10-05,931.0
2008-10-13,923.0
2008-10-15,910.0
2008-10-16,919.0
2008-10-19,920.0
2008-10-20,900.0
2008-10-21,897.0
2008-10-22,910.0
2008-10-23,915.0
2008-10-26,902.0
2008-10-27,918.0
2008-11-02,895.0
2008-11-03,891.0
2008-11-05,859.0
2008-11-06,835.0
2008-11-09,809.0
2008-11-10,760.0
2008-11-11,745.0
2008-11-12,775.0
2008-11-13,795.0
2008-11-16,770.0
2008-11-17,765.0
2008-11-18,750.0
2008-11-19,765.0
2008-11-20,725.0
2008-11-23,715.0
2008-11-24,755.0
2008-11-25,760.0
2008-11-26,750.0
2008-11-27,688.0
2008-11-30,720.0
2008-12-01,765.0
2008-12-02,750.0
2008-12-03,759.0
2008-12-04,775.0
2008-12-07,780.0
2008-12-08,784.0
2008-12-10,775.0
2008-12-11,795.0
2008-12-14,795.0
2008-12-15,735.0
2008-12-16,699.0
2008-12-17,712.0
2008-12-18,735.0
2008-12-21,725.0
2008-12-22,752.0
2008-12-24,736.0
2008-12-28,674.0
2008-12-29,697.0
2008-12-31,697.0
2009-01-01,732.0
2009-01-04,718.0
2009-01-05,746.0
2009-01-06,673.0
2009-01-07,687.0
2009-01-08,710.0
2009-01-11,723.0
2009-01-12,740.0
2009-01-13,685.0
2009-01-15,710.0
2009-01-18,643.0
2009-01-19,659.0
2009-01-20,697.0
2009-01-21,710.0
2009-01-22,670.0
2009-01-25,640.0
2009-01-26,639.0
2009-01-28,690.0
2009-02-01,717.0
2009-02-02,701.0
2009-02-03,631.0
2009-02-04,655.0
2009-02-05,642.0
2009-02-08,706.0
2009-02-09,734.0
2009-02-12,720.0
2009-02-15,724.0
2009-02-17,708.0
2009-02-19,715.0
2009-02-22,686.0
2009-02-24,696.0
2009-02-26,672.0
2009-03-01,658.0
2009-03-02,657.0
2009-03-03,722.0
2009-03-04,707.0
2009-03-05,638.0
2009-03-08,665.0
2009-03-09,663.0
2009-03-11,588.0
2009-03-12,646.0
2009-03-16,658.0
2009-03-17,645.0
2009-03-18,608.0
2009-03-19,652.0
2009-03-22,680.0
2009-03-23,684.0
2009-03-24,635.0
2009-03-25,615.0
2009-03-29,673.0
2009-03-30,611.0
2009-03-31,615.0
2009-04-01,622.0
2009-04-02,640.0
2009-04-06,673.0
2009-04-07,660.0
2009-04-08,644.0
2009-04-09,655.0
2009-04-12,655.0
2009-04-13,618.0
2009-04-16,580.0
2009-04-19,600.0
2009-04-20,600.0
2009-04-21,590.0
2009-04-22,571.0
2009-04-23,570.0
2009-04-26,580.0
2009-04-27,555.0
2009-04-28,550.0
2009-04-29,550.0
2009-04-30,570.0
2009-05-03,588.0
2009-05-04,580.0
2009-05-05,575.0
2009-05-06,586.0
2009-05-07,601.0
2009-05-10,612.0
2009-05-11,596.0
2009-05-12,607.0
2009-05-13,597.0
2009-05-14,645.0
2009-05-17,618.0
2009-05-18,639.0
2009-05-19,683.0
2009-05-25,624.0
2009-05-26,570.0
2009-05-27,615.0
2009-05-28,625.0
2009-05-31,603.0
2009-06-01,615.0
2009-06-07,627.0
2009-06-08,615.0
2009-06-09,620.0
2009-06-10,591.0
2009-06-11,607.0
2009-06-16,619.0
2009-06-17,622.0
2009-07-06,630.0
2009-07-09,654.0
2009-07-12,667.0
2009-07-14,680.0
2009-07-15,703.0
2009-07-21,717.0
2009-07-29,730.0
2009-08-09,744.0
2009-08-23,730.0
2009-08-27,688.0
2009-09-02,715.0
2009-09-08,715.0
2009-09-13,715.0
2009-10-04,700.0
2009-10-05,752.0
2009-10-25,750.0
2009-11-11,757.0
2009-11-15,742.0
2009-11-16,728.0
2009-11-23,692.0
2009-11-26,645.0
2009-12-13,613.0
2009-12-16,625.0
2009-12-17,558.0
2009-12-20,503.0
2009-12-21,493.0
2009-12-22,444.0
2009-12-23,469.0
2009-12-24,466.0
2009-12-27,446.0
2009-12-28,463.0
2009-12-29,467.0
2009-12-31,512.0
2010-01-07,500.0
2010-01-10,446.0
2010-01-11,472.0
2010-01-14,475.0
2010-01-19,490.0
2010-01-26,497.0
2010-01-27,488.0
2010-02-01,460.0
2010-02-02,450.0
2010-02-09,445.0
2010-02-10,430.0
2010-02-11,387.0
2010-02-15,351.0
2010-02-17,379.0
2010-02-18,393.0
2010-03-02,410.0
2010-03-03,387.0
2010-03-04,425.0
2010-03-07,433.0
