Date,Open
2008-05-06,0.0
2008-05-08,500.0
2008-05-11,500.0
2008-05-13,500.0
2008-09-03,500.0
2008-10-21,500.0
2008-10-22,500.0
2008-11-02,500.0
2008-11-03,500.0
2008-12-15,500.0
2010-11-10,500.0
2011-03-15,344.0
2011-06-06,191.0
2012-01-01,188.0
2013-11-14,114.0
2015-03-12,140.0
