Date,Open
2007-03-28,618.0
2007-03-29,600.0
2007-04-01,598.0
2007-04-02,650.0
2007-04-03,650.0
2007-04-04,624.0
2007-04-05,615.0
2007-04-08,613.0
2007-04-09,611.0
2007-04-10,610.0
2007-04-11,605.0
2007-04-12,610.0
2007-04-15,630.0
2007-04-16,632.0
2007-04-17,630.0
2007-04-18,630.0
2007-04-19,630.0
2007-04-22,622.0
2007-04-23,626.0
2007-04-25,620.0
2007-04-26,621.0
2007-04-29,625.0
2007-04-30,631.0
2007-05-03,631.0
2007-05-06,632.0
2007-05-07,645.0
2007-05-08,651.0
2007-05-09,652.0
2007-05-10,658.0
2007-05-13,650.0
2007-05-14,644.0
2007-05-15,546.0
2007-05-16,560.0
2007-05-17,575.0
2007-05-20,580.0
2007-05-21,595.0
2007-05-22,600.0
2007-05-23,590.0
2007-05-24,590.0
2007-05-28,590.0
2007-05-29,590.0
2007-05-30,595.0
2007-05-31,605.0
2007-06-03,610.0
2007-06-04,620.0
2007-06-05,626.0
2007-06-06,630.0
2007-06-07,645.0
2007-06-10,645.0
2007-06-11,645.0
2007-06-12,645.0
2007-06-13,651.0
2007-06-14,683.0
2007-06-17,655.0
2007-06-18,645.0
2007-06-19,638.0
2007-06-20,648.0
2007-06-24,685.0
2007-06-25,675.0
2007-06-26,668.0
2007-06-27,670.0
2007-07-01,675.0
2007-07-02,675.0
2007-07-03,675.0
2007-07-04,675.0
2007-07-05,686.0
2007-07-09,695.0
2007-07-10,700.0
2007-07-11,705.0
2007-07-12,720.0
2007-07-15,736.0
2007-07-16,736.0
2007-07-17,778.0
2007-07-18,810.0
2007-07-19,789.0
2007-07-22,785.0
2007-07-23,788.0
2007-07-24,780.0
2007-07-26,780.0
2007-07-30,770.0
2007-07-31,765.0
2007-08-01,760.0
2007-08-02,745.0
2007-08-05,750.0
2007-08-06,780.0
2007-08-07,800.0
2007-08-08,780.0
2007-08-09,779.0
2007-08-13,770.0
2007-08-14,760.0
2007-08-15,760.0
2007-08-16,751.0
2007-08-19,755.0
2007-08-20,765.0
2007-08-21,780.0
2007-08-22,790.0
2007-08-23,790.0
2007-08-24,785.0
2007-08-26,791.0
2007-08-27,784.0
2007-08-30,785.0
2007-09-02,781.0
2007-09-03,801.0
2007-09-05,805.0
2007-09-06,811.0
2007-09-09,820.0
2007-09-10,850.0
2007-09-11,875.0
2007-09-12,890.0
2007-09-13,863.0
2007-09-16,860.0
2007-09-17,870.0
2007-09-18,860.0
2007-09-19,850.0
2007-09-20,845.0
2007-09-23,929.0
2007-09-24,920.0
2007-09-26,871.0
2007-09-27,910.0
2007-09-30,960.0
2007-10-01,1010.0
2007-10-02,1020.0
2007-10-03,1105.0
2007-10-04,1150.0
2007-10-07,1160.0
2007-10-08,1140.0
2007-10-09,1116.0
2007-10-10,1137.0
2007-10-11,1093.0
2007-10-14,1095.0
2007-10-15,1095.0
2007-10-16,1060.0
2007-10-17,1050.0
2007-10-28,1060.0
2007-10-29,1050.0
2007-10-30,1055.0
2007-10-31,1055.0
2007-11-01,1110.0
2007-11-04,1115.0
2007-11-05,1113.0
2007-11-06,1115.0
2007-11-07,1095.0
2007-11-08,1090.0
2007-11-12,1100.0
2007-11-13,1110.0
2007-11-14,1110.0
2007-11-15,1170.0
2007-11-18,1200.0
2007-11-19,1220.0
2007-11-20,1200.0
2007-11-22,1206.0
2007-11-26,980.0
2007-11-27,1078.0
2007-11-28,1170.0
2007-11-29,1230.0
2007-12-02,1224.0
2007-12-03,1225.0
2007-12-04,1235.0
2007-12-05,1270.0
2007-12-06,1295.0
2007-12-09,1350.0
2007-12-10,1330.0
2007-12-11,1368.0
2007-12-12,1345.0
2007-12-13,1300.0
2007-12-16,1320.0
2007-12-17,1296.0
2007-12-18,1370.0
2007-12-19,1400.0
2007-12-20,1401.0
2007-12-23,1400.0
2007-12-24,1370.0
2007-12-25,1360.0
2007-12-26,1336.0
2007-12-27,1293.0
2008-01-07,1295.0
2008-01-08,1161.0
2008-01-09,1045.0
2008-01-10,24.0
2008-01-13,1202.0
2008-01-14,1200.0
2008-01-16,1160.0
2008-01-17,1057.0
2008-01-20,990.0
2008-01-21,978.0
2008-01-22,1075.0
2008-01-23,1130.0
2008-01-24,1078.0
2008-01-27,1096.0
2008-01-28,1100.0
2008-01-29,1025.0
2008-01-31,980.0
2008-02-03,952.0
2008-02-04,927.0
2008-02-05,891.0
2008-02-06,802.0
2008-02-07,882.0
2008-02-10,970.0
2008-02-11,1067.0
2008-02-12,1160.0
2008-02-13,1044.0
2008-02-17,975.0
2008-02-18,915.0
2008-02-21,871.0
2008-02-24,794.0
2008-02-25,810.0
2008-02-26,809.0
2008-02-27,790.0
2008-02-28,800.0
2008-03-02,790.0
2008-03-03,845.0
2008-03-04,805.0
2008-03-05,810.0
2008-03-09,815.0
2008-03-10,800.0
2008-03-11,780.0
2008-03-12,765.0
2008-03-13,740.0
2008-03-16,703.0
2008-03-17,705.0
2008-03-18,745.0
2008-03-19,750.0
2008-03-20,750.0
2008-03-23,741.0
2008-03-24,735.0
2008-03-25,730.0
2008-03-26,730.0
2008-03-27,730.0
2008-03-30,740.0
2008-03-31,740.0
2008-04-01,735.0
2008-04-02,735.0
2008-04-03,780.0
2008-04-06,811.0
2008-04-15,831.0
2008-04-16,784.0
2008-04-17,706.0
2008-04-20,776.0
2008-04-21,825.0
2008-04-22,844.0
2008-04-24,850.0
2008-04-27,819.0
2008-04-28,820.0
2008-04-29,810.0
2008-04-30,820.0
2008-05-05,830.0
2008-05-06,830.0
2008-05-07,880.0
2008-05-08,900.0
2008-05-11,885.0
2008-05-12,899.0
2008-05-13,892.0
2008-05-14,942.0
2008-05-15,979.0
2008-05-18,950.0
2008-05-21,918.0
2008-05-22,905.0
2008-05-25,925.0
2008-05-26,975.0
