Date,No.of Transaction,Total Share,Amount,Max.price,Min.price,Closing Price
2010-06-02,1,1783.00,370864.00,208.00,208.00,208.00
2010-08-09,2,13473.00,2829330.00,210.00,210.00,210.00
2010-10-28,1,100.00,21000.00,210.00,210.00,210.00
