Date,No.of Transaction,Total Share,Amount,Max.price,Min.price,Closing Price
2015-01-04,5,50.00,10950.00,227.00,211.00,227.00
2015-01-05,13,102303.00,25072947.00,249.00,231.00,249.00
2015-01-06,160,170924.00,46064997.00,273.00,253.00,273.00
2015-01-07,460,199210.00,54548014.00,288.00,268.00,271.00
2015-01-08,215,52836.00,14362285.00,276.00,268.00,271.00
2015-01-11,181,45356.00,12013379.00,271.00,263.00,265.00
2015-01-12,125,39542.00,10431636.00,267.00,261.00,267.00
2015-01-13,79,27085.00,7114650.00,268.00,257.00,265.00
2015-01-14,121,17178.00,4585946.00,271.00,263.00,269.00
2015-01-18,300,189547.00,53537200.00,294.00,271.00,294.00
2015-01-19,186,95482.00,29071310.00,323.00,294.00,303.00
2015-01-20,130,54658.00,16472523.00,311.00,285.00,299.00
2015-01-22,99,31974.00,9443800.00,299.00,290.00,297.00
2015-01-25,130,32235.00,9612160.00,302.00,295.00,300.00
2015-01-26,160,108179.00,32887879.00,315.00,297.00,304.00
2015-01-27,201,138206.00,41657709.00,306.00,300.00,302.00
2015-01-28,147,70550.00,21757429.00,312.00,300.00,307.00
2015-01-29,275,113634.00,34364922.00,313.00,299.00,304.00
2015-02-01,360,177083.00,57298818.00,334.00,306.00,326.00
2015-02-02,210,87493.00,27765816.00,328.00,314.00,317.00
2015-02-03,86,27634.00,8711729.00,320.00,314.00,315.00
2015-02-04,101,34499.00,10768197.00,315.00,309.00,313.00
2015-02-05,72,29629.00,9150208.00,314.00,306.00,314.00
2015-02-08,144,63109.00,19785103.00,319.00,310.00,313.00
2015-02-09,115,63959.00,19963284.00,315.00,310.00,313.00
2015-02-10,104,49865.00,15538154.00,316.00,309.00,312.00
2015-02-11,57,47362.00,14700650.00,315.00,303.00,311.00
2015-02-12,61,28198.00,8754997.00,312.00,308.00,311.00
2015-02-15,92,44909.00,14076560.00,315.00,310.00,315.00
2015-02-16,171,88333.00,27933053.00,323.00,310.00,323.00
2015-02-18,176,134332.00,43771556.00,335.00,321.00,335.00
2015-02-22,157,94575.00,31618409.00,343.00,327.00,330.00
2015-02-23,148,77796.00,25048495.00,331.00,315.00,330.00
2015-02-24,95,48684.00,16028004.00,335.00,323.00,332.00
2015-02-25,87,37210.00,12354472.00,335.00,328.00,335.00
2015-02-26,148,88594.00,30269559.00,349.00,335.00,349.00
2015-03-01,185,92783.00,32765338.00,360.00,346.00,350.00
2015-03-02,77,30148.00,10468146.00,350.00,345.00,349.00
2015-03-03,83,25611.00,8791288.00,348.00,342.00,343.00
2015-03-04,115,42694.00,14624279.00,354.00,338.00,341.00
2015-03-09,173,73654.00,25607495.00,353.00,344.00,347.00
2015-03-10,184,79413.00,27124191.00,348.00,339.00,340.00
2015-03-11,67,20898.00,7149190.00,345.00,341.00,342.00
2015-03-12,41,26536.00,9088691.00,348.00,340.00,342.00
2015-03-15,39,13347.00,4507861.00,342.00,335.00,340.00
2015-03-16,35,7644.00,2567965.00,340.00,332.00,334.00
2015-03-17,46,14725.00,4954955.00,341.00,329.00,340.00
2015-03-18,28,5868.00,1975058.00,340.00,335.00,336.00
2015-03-19,36,14209.00,4824263.00,344.00,338.00,339.00
2015-03-22,28,8570.00,2899171.00,346.00,332.00,332.00
2015-03-23,62,20269.00,6719187.00,340.00,329.00,330.00
2015-03-24,31,67872.00,22282178.00,330.00,326.00,328.00
2015-03-25,49,9668.00,3159312.00,330.00,325.00,329.00
2015-03-26,41,43881.00,14334381.00,331.00,324.00,331.00
