Date,No.of Transaction,Total Share,Amount,Max.price,Min.price,Closing Price
2010-05-18,1,234.00,43290.00,185.00,185.00,185.00
2010-05-20,2,437.00,83155.00,191.00,188.00,191.00
2010-05-25,1,9362.00,1816228.00,194.00,194.00,194.00
2010-05-26,1,9192.00,1810824.00,197.00,197.00,197.00
2010-06-08,3,4367.00,878166.00,205.00,200.00,205.00
2010-06-09,1,1200.00,246000.00,205.00,205.00,205.00
2010-06-10,1,200.00,43000.00,215.00,215.00,215.00
2010-06-14,7,4443.00,1045348.00,236.00,225.00,236.00
2010-06-15,2,698.00,165162.00,237.00,236.00,237.00
2010-06-29,3,1100.00,260700.00,237.00,237.00,237.00
2010-06-30,1,104.00,25064.00,241.00,241.00,241.00
2010-07-01,4,597.00,148150.00,250.00,245.00,250.00
2010-07-04,1,300.00,76500.00,255.00,255.00,255.00
2010-07-05,5,975.00,244750.00,255.00,250.00,255.00
2010-07-06,2,634.00,156330.00,250.00,245.00,245.00
2010-07-07,4,1100.00,265500.00,245.00,241.00,245.00
2010-07-08,2,200.00,49400.00,249.00,245.00,249.00
2010-07-11,5,4171.00,993023.00,245.00,229.00,229.00
2010-07-12,1,175.00,40075.00,229.00,229.00,229.00
2010-07-19,1,134.00,31088.00,232.00,232.00,232.00
2010-07-20,1,134.00,30686.00,229.00,229.00,229.00
2010-07-22,1,100.00,22900.00,229.00,229.00,229.00
2010-07-25,2,334.00,76486.00,229.00,229.00,229.00
2010-07-26,2,300.00,70000.00,234.00,233.00,234.00
2010-08-02,2,200.00,48000.00,242.00,238.00,242.00
2010-08-03,2,200.00,49000.00,245.00,245.00,245.00
2010-08-04,1,100.00,24900.00,249.00,249.00,249.00
2010-08-05,1,300.00,73500.00,245.00,245.00,245.00
2010-08-08,2,306.00,73946.00,243.00,241.00,243.00
2010-08-10,2,329.00,79411.00,243.00,239.00,239.00
2010-08-12,1,173.00,40655.00,235.00,235.00,235.00
2010-08-15,3,9988.00,2307756.00,235.00,231.00,231.00
2010-08-17,3,4054.00,932420.00,230.00,230.00,230.00
2010-08-19,2,400.00,93600.00,234.00,234.00,234.00
2010-08-23,1,2000.00,468000.00,234.00,234.00,234.00
2010-08-29,1,1799.00,413770.00,230.00,230.00,230.00
2010-08-31,3,3987.00,909635.00,231.00,228.00,228.00
2010-09-02,1,138.00,32016.00,232.00,232.00,232.00
2010-09-05,2,6246.00,1424380.00,230.00,228.00,228.00
2010-09-06,2,4749.00,1083172.00,232.00,228.00,228.00
2010-09-07,1,282.00,63168.00,224.00,224.00,224.00
2010-09-21,1,101.00,22422.00,222.00,222.00,222.00
2010-09-26,1,6102.00,1379052.00,226.00,226.00,226.00
2010-09-27,1,3754.00,840896.00,224.00,224.00,224.00
2010-10-03,1,133.00,30324.00,228.00,228.00,228.00
2010-10-11,1,196.00,45472.00,232.00,232.00,232.00
2010-11-16,1,100.00,23200.00,232.00,232.00,232.00
2010-12-02,3,600.00,110400.00,187.00,181.00,187.00
2010-12-06,1,200.00,38000.00,190.00,190.00,190.00
2010-12-14,1,178.00,34354.00,193.00,193.00,193.00
2010-12-15,1,391.00,76636.00,196.00,196.00,196.00
2010-12-16,1,333.00,66267.00,199.00,199.00,199.00
2010-12-19,2,835.00,170446.00,206.00,202.00,206.00
2010-12-20,2,1100.00,235000.00,214.00,210.00,214.00
2010-12-23,1,178.00,38804.00,218.00,218.00,218.00
2010-12-26,2,724.00,162060.00,226.00,222.00,226.00
2010-12-29,2,544.00,122800.00,229.00,225.00,229.00
2011-01-03,4,3824.00,877608.00,233.00,229.00,233.00
2011-01-04,9,3555.00,861911.00,249.00,237.00,249.00
2011-01-05,2,724.00,183172.00,253.00,253.00,253.00
2011-01-06,4,900.00,225000.00,250.00,250.00,250.00
2011-01-12,5,751.00,183595.00,245.00,241.00,241.00
