Date,No.of Transaction,Total Share,Amount,Max.price,Min.price,Closing Price
2010-12-22,1,20.00,6980.00,349.00,349.00,349.00
2010-12-23,1,20.00,7000.00,350.00,350.00,350.00
2011-01-02,8,230.00,77450.00,343.00,329.00,343.00
2011-02-03,13,260.00,84760.00,326.00,326.00,326.00
2011-02-09,15,450.00,139500.00,310.00,310.00,310.00
2011-02-28,12,330.00,95610.00,304.00,283.00,283.00
2011-03-09,5,120.00,32860.00,278.00,273.00,273.00
2011-03-23,1,20.00,5360.00,268.00,268.00,268.00
2011-03-27,10,200.00,51000.00,255.00,255.00,255.00
2011-04-21,15,1050.00,262500.00,250.00,250.00,250.00
2011-05-15,8,160.00,40000.00,250.00,250.00,250.00
2011-06-15,5,120.00,29000.00,245.00,241.00,241.00
2011-08-11,11,220.00,50940.00,237.00,229.00,229.00
2011-08-30,34,680.00,153000.00,225.00,225.00,225.00
2011-09-14,3,60.00,13020.00,221.00,213.00,213.00
2011-11-23,6,120.00,23960.00,209.00,192.00,192.00
2011-11-24,19,450.00,85050.00,189.00,189.00,189.00
2011-12-13,61,1220.00,226920.00,186.00,186.00,186.00
2012-01-01,9,170.00,31590.00,186.00,183.00,183.00
2012-01-23,7,140.00,25620.00,183.00,183.00,183.00
2012-02-06,1,20.00,3660.00,183.00,183.00,183.00
2012-02-23,7,140.00,25200.00,180.00,180.00,180.00
2012-03-06,13,390.00,66690.00,171.00,171.00,171.00
2012-03-13,3,60.00,9870.00,168.00,162.00,162.00
2012-03-14,5,100.00,15210.00,159.00,147.00,147.00
2012-03-15,2,40.00,5780.00,145.00,143.00,143.00
2012-03-21,3,60.00,7880.00,134.00,130.00,130.00
2012-03-25,3,50.00,6280.00,128.00,124.00,124.00
2012-03-27,29,610.00,68900.00,122.00,112.00,112.00
2012-03-28,8,190.00,20020.00,110.00,101.00,101.00
2012-04-02,3,40.00,3920.00,99.00,97.00,97.00
2012-04-03,47,1020.00,94790.00,96.00,88.00,88.00
2012-04-04,2,40.00,3480.00,87.00,87.00,87.00
2012-04-09,23,460.00,40020.00,87.00,87.00,87.00
2012-04-12,2,40.00,3480.00,87.00,87.00,87.00
2012-04-18,1,20.00,1720.00,86.00,86.00,86.00
2012-04-19,2,40.00,3400.00,85.00,85.00,85.00
2012-04-22,54,1090.00,86540.00,84.00,77.00,78.00
2012-04-24,1,20.00,1580.00,79.00,79.00,79.00
2012-04-26,18,440.00,34900.00,80.00,78.00,79.00
2012-04-29,8,160.00,12896.00,80.58,80.58,80.58
2012-05-21,27,1090.00,82670.00,77.00,75.00,75.00
2012-05-23,6,140.00,10200.00,73.00,72.00,72.00
