Date,No.of Transaction,Total Share,Amount,Max.price,Min.price,Closing Price
2010-05-18,1,20.00,9700.00,485.00,485.00,485.00
2010-11-04,1,98.00,47530.00,485.00,485.00,485.00
2010-11-24,1,10.00,4760.00,476.00,476.00,476.00
2010-12-02,2,50.00,22990.00,467.00,458.00,458.00
2010-12-08,5,996.00,423780.00,449.00,417.00,417.00
2011-03-22,2,120.00,43800.00,365.00,365.00,365.00
2011-07-10,4,1656.00,592848.00,358.00,358.00,358.00
2011-08-10,3,211.00,72654.00,351.00,344.00,344.00
2011-09-12,1,20.00,6760.00,338.00,338.00,338.00
2011-11-03,1,138.00,45816.00,332.00,332.00,332.00
2011-11-15,2,1245.00,399660.00,326.00,320.00,320.00
2011-11-23,1,10.00,3140.00,314.00,314.00,314.00
2012-04-30,1,50.00,13900.00,278.00,278.00,278.00
2012-05-02,1,20.00,5460.00,273.00,273.00,273.00
2012-06-25,1,100.00,26800.00,268.00,268.00,268.00
2012-06-27,1,12.00,3240.00,270.00,270.00,270.00
2012-07-09,1,77.00,20405.00,265.00,265.00,265.00
2012-07-19,1,83.00,21580.00,260.00,260.00,260.00
2012-08-08,1,50.00,12750.00,255.00,255.00,255.00
2012-08-26,37,1223.00,304495.00,250.00,245.00,245.00
2012-10-10,1,50.00,12050.00,241.00,241.00,241.00
2012-12-05,2,378.00,89586.00,237.00,237.00,237.00
2012-12-26,3,1871.00,443427.00,237.00,237.00,237.00
2013-02-04,2,7051.00,1396310.00,202.00,198.00,198.00
2013-08-27,1,100.00,19500.00,195.00,195.00,195.00
2013-09-10,2,402.00,76400.00,192.00,190.00,190.00
2013-09-16,2,1526.00,282392.00,187.00,184.00,184.00
2013-09-22,2,1000.00,184000.00,184.00,184.00,184.00
2013-09-23,1,707.00,127967.00,181.00,181.00,181.00
2013-12-03,1,12.00,2208.00,184.00,184.00,184.00
2013-12-04,1,12.00,2244.00,187.00,187.00,187.00
2013-12-05,1,10.00,1900.00,190.00,190.00,190.00
2013-12-08,5,600.00,115200.00,193.00,190.00,190.00
2013-12-09,5,1653.00,315147.00,193.00,187.00,193.00
2013-12-10,1,10.00,1960.00,196.00,196.00,196.00
2013-12-11,3,1030.00,208110.00,206.00,199.00,206.00
2013-12-12,1,289.00,59534.00,206.00,206.00,206.00
2014-01-21,1,95.00,16720.00,176.00,176.00,176.00
