Date,No.of Transaction,Total Share,Amount,Max.price,Min.price,Closing Price
2010-06-08,8,2200.00,171600.00,78.00,78.00,78.00
2010-09-12,2,20.00,1560.00,78.00,78.00,78.00
2010-09-15,1,10.00,780.00,78.00,78.00,78.00
2010-09-16,2,100.00,7900.00,79.00,79.00,79.00
2010-09-19,4,250.00,20000.00,80.00,80.00,80.00
2010-09-20,1,70.00,5600.00,80.00,80.00,80.00
2010-09-26,4,50.00,4000.00,80.00,80.00,80.00
2010-09-28,4,90.00,7200.00,80.00,80.00,80.00
2010-09-30,2,20.00,1630.00,82.00,81.00,82.00
2010-10-31,2,380.00,31160.00,82.00,82.00,82.00
2010-11-14,2,260.00,21130.00,82.00,81.00,81.00
2010-11-25,1,10.00,820.00,82.00,82.00,82.00
2010-11-28,4,40.00,3290.00,83.00,82.00,82.00
2010-12-02,2,1375895.00,112823390.00,82.00,82.00,82.00
2011-01-20,4,150.00,12450.00,83.00,83.00,83.00
2011-02-13,1,100.00,8400.00,84.00,84.00,84.00
2011-03-16,1,40.00,3320.00,83.00,83.00,83.00
2011-03-17,6,540.00,44740.00,83.00,82.00,83.00
2011-03-21,1,80.00,6720.00,84.00,84.00,84.00
2011-03-28,3,30.00,2550.00,85.00,85.00,85.00
2011-03-29,1,10.00,850.00,85.00,85.00,85.00
2011-03-30,1,60.00,5100.00,85.00,85.00,85.00
2011-05-02,1,60.00,5040.00,84.00,84.00,84.00
2011-05-03,3,30.00,2520.00,84.00,84.00,84.00
2011-05-10,2,300.00,25200.00,84.00,84.00,84.00
2011-05-25,12,350.00,30620.00,88.00,87.00,87.00
2011-06-07,7,140.00,12180.00,87.00,87.00,87.00
2011-06-08,1,60.00,5220.00,87.00,87.00,87.00
2011-06-09,1,2540.00,220980.00,87.00,87.00,87.00
2011-06-14,1,100.00,8800.00,88.00,88.00,88.00
2011-06-19,2,23560.00,2073280.00,88.00,88.00,88.00
2011-06-20,1,20.00,1740.00,87.00,87.00,87.00
2011-07-11,1,9000.00,783000.00,87.00,87.00,87.00
2011-07-14,1,10.00,870.00,87.00,87.00,87.00
2011-08-09,2,230.00,20450.00,89.00,88.00,89.00
2011-08-18,11,170.00,15420.00,92.00,90.00,92.00
2011-08-23,1,40.00,3720.00,93.00,93.00,93.00
2011-08-24,5,20060.00,1845630.00,95.00,92.00,95.00
2011-08-25,2,20000.00,1880000.00,94.00,94.00,94.00
2011-08-28,9,15642.00,1444706.00,93.00,92.00,93.00
2011-08-29,3,9298.00,858426.00,94.00,92.00,94.00
2011-08-30,3,30.00,2790.00,93.00,93.00,93.00
2011-09-04,5,230.00,21160.00,92.00,92.00,92.00
2011-09-05,1,20.00,1820.00,91.00,91.00,91.00
2011-09-12,3,490.00,44210.00,91.00,90.00,91.00
2011-09-18,5,170.00,15150.00,90.00,88.00,88.00
2011-09-25,9,250.00,21960.00,88.00,86.00,86.00
2011-09-29,1,90.00,7650.00,85.00,85.00,85.00
2011-11-09,3,80.00,6820.00,86.00,85.00,86.00
2011-11-10,1,70.00,6020.00,86.00,86.00,86.00
2011-11-17,3,180.00,15220.00,85.00,84.00,84.00
2011-11-20,3,30.00,2520.00,84.00,84.00,84.00
2011-11-21,3,146631.00,12463635.00,85.00,85.00,85.00
2011-11-22,1,70.00,5880.00,84.00,84.00,84.00
2011-12-12,7,240.00,19840.00,83.00,82.00,82.00
2011-12-21,4,80.00,6640.00,83.00,83.00,83.00
2011-12-27,1,50.00,4200.00,84.00,84.00,84.00
2012-01-08,1,70.00,5810.00,83.00,83.00,83.00
2012-01-31,6,380.00,31080.00,82.00,81.00,82.00
2012-02-07,5,1410.00,115610.00,82.00,81.00,82.00
2012-02-21,6,160.00,12960.00,81.00,81.00,81.00
2012-02-23,3,120.00,9590.00,80.00,79.00,79.00
2012-02-27,2,30.00,2400.00,80.00,80.00,80.00
2012-02-29,1,40.00,3160.00,79.00,79.00,79.00
2012-03-05,2,40.00,3200.00,80.00,80.00,80.00
2012-03-12,1,200.00,16200.00,81.00,81.00,81.00
2012-03-15,2,140.00,11340.00,81.00,81.00,81.00
2012-03-19,2,50.00,4000.00,80.00,80.00,80.00
2012-03-20,5,60.00,4860.00,81.00,81.00,81.00
2012-03-25,2,190.00,15390.00,81.00,81.00,81.00
2012-03-27,14,190.00,15090.00,80.00,78.00,78.00
2012-03-28,4,80.00,6200.00,78.00,77.00,78.00
2012-04-01,5,140.00,10760.00,77.00,76.00,76.00
2012-04-09,6,400.00,29700.00,75.00,74.00,74.00
2012-05-22,1,10.00,750.00,75.00,75.00,75.00
2012-05-23,3,30.00,2280.00,76.00,76.00,76.00
2012-05-24,1,20.00,1540.00,77.00,77.00,77.00
2012-05-29,7,330.00,26250.00,81.00,78.00,81.00
2012-05-30,5,830.00,69220.00,84.00,82.00,84.00
2012-06-03,2,120.00,10200.00,85.00,85.00,85.00
2012-06-04,1,390.00,32760.00,84.00,84.00,84.00
2012-06-05,4,40.00,3330.00,84.00,83.00,83.00
2012-06-07,3,210.00,17280.00,83.00,82.00,82.00
2012-06-11,12,170.00,13940.00,82.00,82.00,82.00
2012-06-12,2,30.00,2430.00,81.00,81.00,81.00
2012-06-14,2,240.00,19610.00,82.00,81.00,82.00
2012-06-19,2,40.00,3240.00,81.00,81.00,81.00
2012-06-20,1,20.00,1640.00,82.00,82.00,82.00
2012-06-25,5,110.00,9130.00,83.00,83.00,83.00
2012-08-07,3,50.00,4100.00,82.00,82.00,82.00
2012-08-22,12,330.00,27280.00,83.00,82.00,82.00
2012-08-23,3,160.00,13220.00,83.00,82.00,83.00
2012-08-26,6,360.00,30160.00,84.00,83.00,83.00
2012-08-28,3,30.00,2490.00,83.00,83.00,83.00
2012-08-29,5,480.00,40770.00,86.00,83.00,86.00
2012-09-03,3,3070.00,260950.00,85.00,85.00,85.00
2012-09-04,1,10.00,840.00,84.00,84.00,84.00
2012-09-05,1,60.00,5100.00,85.00,85.00,85.00
2012-09-06,5,290.00,24360.00,84.00,84.00,84.00
2012-09-09,3,40.00,3380.00,85.00,84.00,84.00
2012-09-11,2,20.00,1660.00,83.00,83.00,83.00
2012-09-16,1,200.00,16400.00,82.00,82.00,82.00
2012-09-17,1,190.00,15390.00,81.00,81.00,81.00
2012-09-19,3,490.00,40180.00,82.00,82.00,82.00
2012-09-20,2,160.00,13280.00,83.00,83.00,83.00
2012-09-30,2,40.00,3280.00,82.00,82.00,82.00
2012-10-01,3,170.00,14240.00,84.00,83.00,84.00
2012-10-07,1,30.00,2520.00,84.00,84.00,84.00
2012-10-08,7,170.00,14350.00,85.00,84.00,84.00
2012-10-10,1,10.00,850.00,85.00,85.00,85.00
2012-10-11,1,20.00,1700.00,85.00,85.00,85.00
2012-10-14,1,20.00,1700.00,85.00,85.00,85.00
2012-10-17,1,190.00,16150.00,85.00,85.00,85.00
2012-11-11,1,40.00,3400.00,85.00,85.00,85.00
2012-11-27,1,40.00,3360.00,84.00,84.00,84.00
2012-11-28,2,20.00,1680.00,84.00,84.00,84.00
2012-12-11,2,20.00,1700.00,85.00,85.00,85.00
2012-12-13,1,10.00,850.00,85.00,85.00,85.00
2012-12-19,1,10.00,840.00,84.00,84.00,84.00
2012-12-20,2,220.00,18480.00,84.00,84.00,84.00
2012-12-26,3,120.00,10200.00,85.00,85.00,85.00
2012-12-27,9,770.00,66150.00,87.00,85.00,87.00
2012-12-31,3,30.00,2580.00,86.00,86.00,86.00
2013-01-01,1,10.00,860.00,86.00,86.00,86.00
2013-01-02,3,220.00,18700.00,85.00,85.00,85.00
2013-01-07,1,10.00,850.00,85.00,85.00,85.00
2013-01-17,1,10.00,860.00,86.00,86.00,86.00
2013-01-20,2,20.00,1720.00,86.00,86.00,86.00
2013-01-23,6,60.00,5180.00,87.00,86.00,86.00
2013-01-27,1,130.00,11310.00,87.00,87.00,87.00
2013-01-28,2,20.00,1770.00,89.00,88.00,89.00
2013-01-30,5,50.00,4600.00,94.00,90.00,94.00
2013-01-31,6,90.00,8660.00,97.00,95.00,97.00
2013-02-03,6,180.00,17830.00,100.00,98.00,100.00
2013-02-04,6,170.00,16810.00,102.00,98.00,98.00
2013-02-05,3,60.00,5920.00,99.00,98.00,98.00
2013-02-06,1,50.00,4950.00,99.00,99.00,99.00
2013-02-07,6,190.00,19000.00,100.00,100.00,100.00
2013-02-10,3,60.00,5960.00,100.00,99.00,100.00
2013-02-12,3,30.00,3000.00,100.00,100.00,100.00
2013-02-13,3,180.00,17850.00,100.00,99.00,100.00
2013-02-14,1,10.00,1000.00,100.00,100.00,100.00
2013-02-19,1,90.00,9000.00,100.00,100.00,100.00
2013-02-20,2,30.00,2950.00,99.00,98.00,99.00
2013-02-21,3,120.00,12000.00,100.00,100.00,100.00
2013-02-25,1,310.00,31620.00,102.00,102.00,102.00
2013-02-27,6,150.00,15120.00,101.00,100.00,101.00
2013-02-28,2,110.00,11000.00,100.00,100.00,100.00
2013-03-03,5,310.00,31000.00,100.00,100.00,100.00
2013-03-04,2,40.00,4000.00,100.00,100.00,100.00
2013-03-05,9,270.00,27270.00,101.00,101.00,101.00
2013-03-07,3,90.00,9050.00,101.00,100.00,101.00
2013-03-11,1,500.00,50500.00,101.00,101.00,101.00
2013-03-13,8,190.00,19360.00,102.00,101.00,102.00
2013-03-17,2,30.00,3000.00,100.00,100.00,100.00
2013-03-18,1,40.00,4000.00,100.00,100.00,100.00
2013-03-19,1,10.00,1000.00,100.00,100.00,100.00
2013-03-21,2,70.00,7070.00,101.00,101.00,101.00
2013-03-27,2,40.00,4000.00,101.00,99.00,99.00
2013-03-28,1,30.00,2940.00,98.00,98.00,98.00
2013-04-01,9,1010.00,101590.00,101.00,98.00,101.00
2013-04-03,5,260.00,26260.00,101.00,101.00,101.00
2013-04-04,11,910.00,91680.00,101.00,100.00,100.00
2013-04-07,3,1580.00,159510.00,101.00,100.00,101.00
2013-04-11,3,40.00,4100.00,103.00,102.00,103.00
2013-04-17,2,600.00,63000.00,105.00,105.00,105.00
2013-04-18,1,1410.00,145230.00,103.00,103.00,103.00
2013-04-22,2,150.00,15520.00,104.00,102.00,104.00
2013-04-23,9,270.00,28660.00,107.00,106.00,106.00
2013-04-25,1,20.00,2160.00,108.00,108.00,108.00
2013-04-30,2,1450.00,159500.00,110.00,110.00,110.00
2013-05-02,5,80.00,8740.00,110.00,108.00,110.00
2013-05-09,8,580.00,66080.00,115.00,113.00,115.00
2013-05-13,8,390.00,44850.00,115.00,115.00,115.00
2013-05-22,1,20.00,2340.00,117.00,117.00,117.00
2013-05-26,13,770.00,90030.00,119.00,115.00,119.00
2013-05-27,1,40.00,4680.00,117.00,117.00,117.00
2013-05-28,6,100.00,11940.00,122.00,118.00,120.00
2013-05-30,10,310.00,36870.00,120.00,118.00,118.00
2013-06-02,10,720.00,84230.00,118.00,116.00,117.00
2013-06-03,8,100.00,12040.00,123.00,119.00,123.00
2013-06-04,4,490.00,59910.00,123.00,121.00,123.00
2013-06-05,5,1320.00,167580.00,127.00,125.00,127.00
2013-06-06,3,280.00,35180.00,127.00,125.00,127.00
2013-06-09,4,990.00,123690.00,125.00,123.00,124.00
2013-06-10,7,220.00,27300.00,125.00,123.00,123.00
2013-06-11,5,350.00,42570.00,125.00,121.00,125.00
2013-06-12,2,30.00,3790.00,127.00,125.00,125.00
2013-06-13,3,40.00,5020.00,126.00,125.00,126.00
2013-06-16,5,90.00,11140.00,126.00,123.00,123.00
2013-06-18,5,680.00,82960.00,122.00,122.00,122.00
2013-06-19,4,40.00,4920.00,124.00,122.00,124.00
2013-06-20,2,330.00,40260.00,122.00,122.00,122.00
2013-06-25,7,250.00,30210.00,122.00,120.00,121.00
2013-06-26,1,20.00,2380.00,119.00,119.00,119.00
2013-07-01,5,50.00,5830.00,117.00,115.00,115.00
2013-07-04,3,250.00,28250.00,113.00,113.00,113.00
2013-07-07,14,1050.00,112610.00,113.00,102.00,102.00
2013-07-08,1,80.00,8000.00,100.00,100.00,100.00
2013-07-10,1,10.00,1000.00,100.00,100.00,100.00
2013-07-16,8,390.00,38690.00,100.00,99.00,99.00
2013-08-13,1,10.00,980.00,98.00,98.00,98.00
2013-08-14,4,70.00,6860.00,98.00,98.00,98.00
2013-08-25,4,60.00,5910.00,99.00,98.00,98.00
2013-08-26,1,10.00,980.00,98.00,98.00,98.00
2013-08-29,2,50.00,4950.00,99.00,99.00,99.00
2013-09-01,9,140.00,14320.00,104.00,100.00,102.00
2013-09-02,9,160.00,16080.00,102.00,100.00,100.00
2013-09-03,10,130.00,13020.00,101.00,100.00,101.00
2013-09-05,2,20.00,2020.00,101.00,101.00,101.00
2013-09-09,2,80.00,8160.00,103.00,101.00,103.00
2013-09-16,2,40.00,4120.00,103.00,103.00,103.00
2013-09-17,1,150.00,15450.00,103.00,103.00,103.00
2013-09-19,5,170.00,18030.00,111.00,105.00,111.00
2013-09-24,2,20.00,2200.00,110.00,110.00,110.00
2013-09-29,11,180.00,19420.00,108.00,106.00,106.00
2013-09-30,1,40.00,4160.00,104.00,104.00,104.00
2013-10-01,3,110.00,11860.00,108.00,106.00,108.00
2013-10-02,1,10.00,1100.00,110.00,110.00,110.00
2013-10-03,2,460.00,51360.00,113.00,111.00,113.00
2013-10-07,2,20.00,2260.00,113.00,113.00,113.00
2013-10-08,4,100.00,11100.00,111.00,111.00,111.00
2013-10-28,2,80.00,8800.00,110.00,110.00,110.00
2013-10-29,11,570.00,63120.00,111.00,110.00,110.00
2013-10-30,1,210.00,23520.00,112.00,112.00,112.00
2013-10-31,6,2030.00,223420.00,112.00,110.00,111.00
2013-11-11,4,80.00,9040.00,113.00,113.00,113.00
2013-11-13,1,100.00,11300.00,113.00,113.00,113.00
2013-11-25,2,80.00,9040.00,113.00,113.00,113.00
2013-12-02,2,430.00,49530.00,117.00,115.00,117.00
2013-12-03,3,30.00,3530.00,119.00,117.00,119.00
2013-12-05,7,80.00,9440.00,119.00,117.00,117.00
2013-12-08,2,60.00,6900.00,115.00,115.00,115.00
2013-12-09,1,20.00,2260.00,113.00,113.00,113.00
2013-12-10,14,550.00,64600.00,120.00,115.00,120.00
2013-12-11,8,460.00,57660.00,130.00,122.00,130.00
2013-12-12,2,80.00,10240.00,128.00,128.00,128.00
2013-12-15,1,30.00,3900.00,130.00,130.00,130.00
2013-12-22,2,40.00,5260.00,132.00,130.00,132.00
2013-12-23,4,130.00,17420.00,134.00,134.00,134.00
2013-12-26,1,60.00,7920.00,132.00,132.00,132.00
2013-12-29,10,240.00,31740.00,134.00,130.00,132.00
2013-12-31,7,230.00,31020.00,136.00,132.00,135.00
2014-01-01,1,10.00,1370.00,137.00,137.00,137.00
2014-01-02,7,380.00,54380.00,145.00,139.00,145.00
2014-01-05,15,820.00,126570.00,159.00,147.00,159.00
2014-01-06,10,400.00,66600.00,174.00,162.00,174.00
2014-01-07,12,300.00,56240.00,191.00,177.00,191.00
2014-01-08,13,560.00,114420.00,210.00,194.00,194.00
2014-01-09,22,3500.00,761230.00,219.00,210.00,219.00
2014-01-12,7,150.00,32000.00,215.00,212.00,212.00
2014-01-13,18,900.00,191260.00,218.00,210.00,210.00
2014-01-14,6,140.00,29400.00,210.00,210.00,210.00
2014-01-16,3,60.00,12360.00,206.00,206.00,206.00
2014-01-19,3,200.00,40400.00,202.00,202.00,202.00
2014-01-20,15,370.00,73260.00,198.00,198.00,198.00
2014-01-26,3,580.00,113100.00,195.00,195.00,195.00
2014-01-27,16,600.00,114120.00,192.00,189.00,189.00
2014-01-28,4,130.00,23850.00,186.00,183.00,183.00
2014-01-29,10,410.00,76100.00,186.00,185.00,186.00
2014-02-02,8,810.00,149930.00,186.00,182.00,182.00
2014-02-06,14,1830.00,327760.00,180.00,178.00,179.00
2014-02-09,15,1750.00,336020.00,196.00,182.00,196.00
2014-02-10,19,52790.00,9809510.00,202.00,185.00,195.00
